iter	Passed	Remaining
406	6159	8974
407	6172	8955
408	6185	8937
409	6198	8919
410	6211	8901
411	6224	8883
412	6237	8865
413	6249	8846
414	6262	8828
415	6275	8809
416	6287	8790
417	6299	8771
418	6312	8752
419	6324	8733
420	6336	8715
421	6349	8696
422	6361	8677
423	6374	8659
424	6386	8640
425	6399	8622
426	6411	8604
427	6424	8585
428	6436	8566
429	6448	8548
430	6461	8530
431	6473	8511
432	6486	8493
433	6498	8475
434	6510	8456
435	6523	8438
436	6535	8420
437	6548	8402
438	6561	8384
439	6574	8367
440	6586	8349
441	6599	8331
442	6611	8312
443	6624	8295
444	6642	8284
445	6660	8272
446	6673	8256
447	6690	8243
448	6703	8226
449	6716	8208
450	6728	8191
451	6741	8173
452	6755	8157
453	6769	8141
454	6782	8124
455	6795	8107
456	6808	8090
457	6822	8073
458	6835	8056
459	6847	8038
460	6863	8025
461	6875	8006
462	6889	7990
463	6901	7972
464	6913	7954
465	6926	7937
466	6941	7922
467	6954	7905
468	6967	7888
469	6979	7870
470	6992	7853
471	7005	7836
472	7018	7820
473	7032	7803
474	7049	7791
475	7061	7773
476	7074	7756
477	7087	7739
478	7099	7721
479	7111	7704
480	7124	7687
481	7136	7669
482	7150	7653
483	7167	7641
484	7180	7624
485	7194	7608
486	7208	7593
487	7222	7578
488	7236	7561
489	7250	7546
490	7263	7530
491	7276	7513
492	7292	7499
493	7308	7486
494	7325	7473
495	7338	7456
496	7352	7441
497	7365	7424
498	7379	7408
499	7392	7392
500	7405	7376
501	7418	7358
502	7434	7346
503	7452	7334
504	7468	7320
505	7481	7304
506	7494	7287
507	7508	7271
508	7521	7255
509	7537	7242
510	7554	7229
511	7567	7212
512	7579	7195
513	7593	7179
514	7605	7162
515	7617	7145
516	7630	7128
517	7644	7112
518	7657	7096
519	7671	7081
520	7684	7064
521	7697	7048
522	7710	7032
523	7724	7016
524	7737	7000
525	7751	6984
526	7763	6968
527	7780	6955
528	7793	6939
529	7806	6923
530	7820	6907
531	7832	6890
532	7849	6877
533	7865	6864
534	7882	6850
535	7894	6834
536	7907	6818
537	7920	6801
538	7933	6785
539	7950	6772
540	7967	6760
541	7980	6744
542	7994	6728
543	8007	6712
544	8021	6696
545	8037	6683
546	8051	6667
547	8064	6651
548	8077	6635
549	8090	6619
550	8102	6602
551	8115	6586
552	8128	6570
553	8140	6553
554	8156	6540
555	8173	6527
556	8186	6510
557	8198	6494
558	8212	6478
559	8225	6463
560	8239	6447
561	8252	6431
562	8265	6415
563	8279	6400
564	8294	6385
565	8308	6370
566	8321	6355
567	8335	6339
568	8349	6324
569	8362	6308
570	8379	6295
571	8396	6282
572	8409	6266
573	8422	6250
574	8435	6234
575	8448	6218
576	8462	6203
577	8475	6187
578	8488	6172
579	8501	6156
580	8514	6140
581	8528	6124
582	8541	6109
583	8554	6093
584	8570	6080
585	8583	6064
586	8600	6051
587	8613	6035
588	8626	6019
589	8640	6004
590	8658	5991
591	8670	5975
592	8684	5960
593	8698	5945
594	8711	5929
595	8724	5913
596	8737	5898
597	8750	5882
598	8765	5867
599	8778	5852
600	8791	5836
601	8805	5821
602	8819	5806
603	8831	5790
604	8845	5775
605	8859	5759
606	8873	5745
607	8887	5730
608	8902	5715
609	8915	5700
610	8929	5685
611	8943	5669
612	8956	5654
613	8969	5638
614	8983	5623
615	9000	5610
616	9018	5597
617	9035	5584
618	9052	5571
619	9066	5556
620	9080	5541
621	9093	5526
622	9107	5511
623	9121	5496
624	9135	5481
625	9149	5466
626	9164	5452
627	9178	5437
628	9192	5421
629	9205	5406
630	9218	5391
631	9232	5376
632	9246	5360
633	9259	5345
634	9272	5329
635	9285	5314
636	9298	5298
637	9311	5283
638	9324	5267
639	9337	5252
640	9351	5237
641	9365	5222
642	9379	5207
643	9393	5192
644	9407	5177
645	9420	5162
646	9434	5147
647	9447	5131
648	9461	5117
649	9475	5102
650	9488	5086
651	9501	5071
652	9515	5056
653	9529	5041
654	9542	5026
655	9556	5011
656	9569	4995
657	9582	4980
658	9597	4966
659	9610	4951
660	9624	4936
661	9638	4921
662	9652	4906
663	9666	4891
664	9679	4876
665	9693	4861
666	9707	4846
667	9720	4831
668	9734	4816
669	9747	4801
670	9760	4785
671	9773	4770
672	9786	4754
673	9799	4739
674	9812	4724
675	9827	4710
676	9843	4696
677	9861	4683
678	9874	4668
679	9888	4653
680	9902	4638
681	9916	4623
682	9929	4608
683	9943	4593
684	9956	4578
685	9969	4563
686	9982	4548
687	9995	4532
688	10008	4517
689	10021	4502
690	10033	4486
691	10046	4471
692	10058	4456
693	10071	4440
694	10083	4425
695	10096	4410
696	10109	4394
697	10121	4379
698	10133	4363
699	10151	4350
700	10164	4335
701	10178	4320
702	10191	4305
703	10204	4290
704	10217	4275
705	10230	4260
706	10243	4245
707	10257	4230
708	10269	4215
709	10282	4200
710	10296	4185
711	10309	4170
712	10321	4154
713	10334	4139
714	10347	4124
715	10359	4109
716	10371	4093
717	10384	4078
718	10397	4063
719	10409	4048
720	10421	4032
721	10434	4017
722	10447	4002
723	10461	3987
724	10474	3972
725	10487	3957
726	10499	3942
727	10511	3927
728	10523	3912
729	10536	3897
730	10548	3881
731	10560	3866
732	10573	3851
733	10585	3836
734	10601	3822
735	10613	3807
736	10626	3792
737	10639	3777
738	10652	3762
739	10664	3747
740	10677	3732
741	10691	3717
742	10703	3702
743	10717	3687
744	10730	3672
745	10744	3658
746	10757	3643
747	10770	3628
748	10782	3613
749	10794	3598
750	10807	3583
751	10820	3568
752	10833	3553
753	10846	3538
754	10860	3524
755	10873	3509
756	10887	3494
757	10900	3480
758	10913	3465
759	10926	3450
760	10939	3435
761	10953	3421
762	10966	3406
763	10980	3391
764	10993	3377
765	11007	3362
766	11020	3347
767	11033	3333
768	11047	3318
769	11060	3303
770	11072	3288
771	11086	3274
772	11099	3259
773	11112	3244
774	11126	3230
775	11140	3215
776	11153	3201
777	11166	3186
778	11180	3171
779	11193	3157
780	11207	3142
781	11220	3127
782	11233	3113
783	11247	3098
784	11260	3084
785	11274	3069
786	11287	3054
787	11300	3040
788	11313	3025
789	11327	3011
790	11339	2996
791	11352	2981
792	11365	2966
793	11378	2952
794	11391	2937
795	11404	2922
796	11417	2908
797	11430	2893
798	11443	2878
799	11457	2864
800	11469	2849
801	11483	2834
802	11495	2820
803	11508	2805
804	11522	2791
805	11536	2776
806	11549	2762
807	11562	2747
808	11575	2732
809	11587	2718
810	11600	2703
811	11613	2688
812	11626	2674
813	11638	2659
814	11651	2644
815	11663	2629
816	11675	2615
817	11687	2600
818	11700	2585
819	11712	2571
820	11724	2556
821	11736	2541
822	11749	2527
823	11762	2512
824	11774	2497
825	11787	2483
826	11799	2468
827	11811	2453
828	11824	2439
829	11836	2424
830	11849	2409
831	11861	2395
832	11874	2380
833	11886	2365
834	11898	2351
835	11910	2336
836	11923	2321
837	11935	2307
838	11948	2292
839	11960	2278
840	11973	2263
841	11986	2249
842	11998	2234
843	12012	2220
844	12025	2205
845	12038	2191
846	12051	2176
847	12063	2162
848	12077	2148
849	12090	2133
850	12103	2119
851	12115	2104
852	12128	2090
853	12140	2075
854	12153	2061
855	12165	2046
856	12177	2032
857	12190	2017
858	12202	2002
859	12214	1988
860	12227	1973
861	12239	1959
862	12251	1944
863	12263	1930
864	12276	1915
865	12289	1901
866	12302	1887
867	12314	1872
868	12327	1858
869	12339	1843
870	12352	1829
871	12364	1815
872	12376	1800
873	12389	1786
874	12401	1771
875	12413	1757
876	12426	1742
877	12438	1728
878	12450	1713
879	12462	1699
880	12475	1685
881	12487	1670
882	12500	1656
883	12511	1641
884	12524	1627
885	12536	1613
886	12548	1598
887	12560	1584
888	12572	1569
889	12584	1555
890	12597	1541
891	12610	1526
892	12623	1512
893	12635	1498
894	12648	1483
895	12660	1469
896	12673	1455
897	12686	1440
898	12698	1426
899	12710	1412
900	12723	1398
901	12736	1383
902	12748	1369
903	12761	1355
904	12773	1340
905	12786	1326
906	12799	1312
907	12811	1298
908	12824	1283
909	12836	1269
910	12848	1255
911	12861	1240
912	12873	1226
913	12885	1212
914	12898	1198
915	12909	1183
916	12922	1169
917	12934	1155
918	12946	1141
919	12958	1126
920	12970	1112
921	12982	1098
922	12995	1084
923	13007	1069
924	13019	1055
925	13033	1041
926	13045	1027
927	13057	1013
928	13068	998
929	13081	984
930	13093	970
931	13105	956
932	13117	941
933	13129	927
934	13142	913
935	13154	899
936	13167	885
937	13179	871
938	13192	856
939	13204	842
940	13217	828
941	13229	814
942	13242	800
943	13254	786
944	13266	772
945	13279	758
946	13291	743
947	13304	729
948	13317	715
949	13329	701
950	13341	687
951	13358	673
952	13374	659
953	13387	645
954	13399	631
955	13412	617
956	13425	603
957	13438	589
958	13453	575
959	13466	561
960	13478	547
961	13491	532
962	13506	518
963	13519	504
964	13531	490
965	13543	476
966	13556	462
967	13568	448
968	13581	434
969	13593	420
970	13606	406
971	13618	392
972	13631	378
973	13643	364
974	13655	350
975	13667	336
976	13680	322
977	13694	308
978	13706	294
979	13719	279
980	13732	265
981	13745	251
982	13758	237
983	13771	223
984	13784	209
985	13796	195
986	13808	181
987	13821	167
988	13834	153
989	13846	139
990	13859	125
991	13872	111
992	13885	97
993	13896	83
994	13909	69
995	13922	55
996	13934	41
997	13946	27
998	13963	13
999	13976	0
